k,inertia,silhouette_score
2,222.36170496502305,0.5817500491982808
3,139.8204963597498,0.45994823920518635
4,114.09254690403088,0.38694104154427816
5,90.92751382392052,0.3459012795948778
6,81.54439095511783,0.31707940193569023
